Ligand,s641a_LGFE,s641a_LE,hERG_9CHQ_LGFE,9chq_LE,Nav1.5_6LQA_LGFE,6lqa_LE,Risk,optN_n_LGFE,TdP,hERG5_LGFE,Cav1.2_LGFE,optn_LE,cavRef_LE,MEOO,GEND,GEHC,hERG5_GENA,PRPC,hERG5_MAMN,BENC,ACEC,MAMC,FORC,MEOO9,GEND9,GEHC9,hERG9_GENA,PRPC9,hERG9_MAMN,hERG9_BENC,ACEC9,MAMC9,FORC9,Nav1.5_MEOO,GEND6,GEHC6,GENA6,PRPC6,Nav1.5_MAMN,Nav1.5_BENC,ACEC6,MAMC6,FORC6,MEOOs,GENDs,GEHCs,GENAs,PRPCs,hERGS_MAMN,BENCs,ACECs,MAMCs,MEOOc,Cav1.2_GEND,GEHCc,Cav1.2_GENA,PRPCc,Cav1.2_MAMN,BENCc,ACECc,MAMCc,MolWt,LogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,smiles
methyclothiazide_p,-5.74,-0.287,-6.24,-0.312,-12.749,-0.637,NR,,0,-8.772,-3.441,-0.439,-0.172,0,-1.15,0,-4.16,-1.19,0,-2.28,0,0,0,0,-1.52,0,-1.83,-0.51,0,-2.37,0,0,0,0,-0.66,0,-5.98,-2.05,0,-4.07,0,0,0,0,-0.35,0,-0.46,-1.35,0,-3.58,0,0,0,-0.48,0,0.16,-0.53,0,-2.59,0,0,329.488,2.0831,122.21,7,6,4,2,0,1,20,698.6476141,2.79558119,7.327033343,5.561689578,2.832884178,[H]C1C(C)C(S(O)(O)N([H])[H])C([H])C2C1N([H])C([H])(C([H])([H])C)N(C([H])([H])[H])S2(O)O
methyl_salicylate_p,-5.371,-0.488,-5.02,-0.456,-7.89,-0.717,NR,,0,-5.894,-4.606,-0.536,-0.419,-0.43,0,0,-1.63,-0.28,0,-3.56,0,0,0,-0.54,0,0,-1.18,-0.31,0,-2.98,0,0,0,-0.69,0,0,-1.95,-0.68,0,-4.56,0,0,0,-0.45,0,0,-0.31,-0.21,0,-4.38,0,0,-1.1,0,0,-0.29,-0.3,0,-2.93,0,0,160.213,0.5023,49.69,3,2,4,1,0,1,11,300.208858,2.935818669,2.979468544,4.043932929,2.153101458,[H]OC1C([H])C([H])C([H])C([H])C1C(O)OC([H])([H])[H]
methyldopa_p,-6.525,-0.435,-7.85,-0.523,-11.521,-0.768,NR,,0,-8.282,-8.681,-0.552,-0.579,-1.98,0,0,0,-0.74,-6.2,-1.33,1.9,0,0,-1.01,0,0,0,-0.61,-1.5,-2.9,-1.8,0,0,-1.89,0,0,0,-1.08,-2.8,-4.47,-1.2,0,0,-1.02,0,0,0,-0.29,-2.1,-3.17,0.09,0,-1.39,0,0,0,-0.25,-1.2,-2.78,-3.1,0,220.289,-1.7903,108.56,4,5,7,1,0,1,15,526.3927426,3.760842465,3.646954091,4.757579328,3.392260434,[H]OC1C([H])C([H])C(C([H])([H])C(C(O)O)(C([H])([H])[H])[N+]([H])([H])[H])C([H])C1O[H]
methylprednisolone_p,-9.176,-0.34,-6.904,-0.256,-15.243,-0.565,NR,,0,-9.61,-6.347,-0.356,-0.235,-0.98,0,0,-0.95,-7.69,0,0,0,0,0,-0.54,0,0,-0.51,-5.86,0,0,0,0,0,-1.88,0,0,-2.34,-11,0,0,0,0,0,-0.99,0,0,0.03,-8.19,0,0,0,0,-1.63,0,0,-0.04,-4.67,0,0,0,0,382.541,1.6911,101.15,5,5,8,4,0,1,27,1634.686896,2.701660717,4.988521381,6.398296802,2.543520304,[H]OC([H])([H])C(O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])(C([H])([H])[H])C4C([H])C(O)C([H])C([H])C4(C([H])([H])[H])C3([H])C([H])(O[H])C([H])([H])C12C([H])([H])[H]
metoprolol_p,-8.528,-0.449,-8.89,-0.468,-15.051,-0.792,NR,,0,-13.887,-7.276,-0.731,-0.383,-0.37,0,0,-1.24,-3.32,-6.2,-2.73,0,0,0,-0.13,0,0,-0.95,-2.97,-1.7,-3.13,0,0,0,-0.71,0,0,-1.14,-6.17,-3.5,-3.58,0,0,0,-0.76,0,0,-0.3,-2.86,-1.7,-2.9,0,0,-0.2,0,0,-0.15,-2.79,-1.6,-2.49,0,0,274.425,0.931,55.3,3,2,13,1,0,1,19,1008.090086,3.692985426,2.982218024,9.698103735,7.875764155,[H]OC([H])(C([H])([H])OC1C([H])C([H])C(C([H])([H])C([H])([H])OC([H])([H])[H])C([H])C1[H])C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
midazolam_p,-8.069,-0.351,-7.665,-0.333,-14.301,-0.622,NR,,0,-9.747,-6.444,-0.424,-0.28,0,0,-0.62,-2.65,-0.99,0,-5.49,0,0,0,0,0,-0.34,-1.42,-0.38,0,-5.52,0,0,0,0,0,-0.8,-4.09,-1.44,0,-7.98,0,0,0,0,0,-1.15,-0.56,-1.17,0,-5.2,0,0,0,0,-1.14,0.03,-0.47,0,-4.86,0,0,323.5,2.9111,27.3,3,2,2,4,0,1,23,805.9441141,1.910511412,7.203595713,6.60672867,2.955960542,[H]C1NC(C([H])([H])[H])N2C3C([H])C([H])C(C)C([H])C3C(C3C([H])C([H])C([H])C([H])C3F)NC([H])([H])C12
miglitol_p,-6.178,-0.441,-5.375,-0.384,-9.66,-0.69,NR,,0,-9.803,-5.383,-0.7,-0.384,-1.7,0,0,0,-1.88,-6.2,0,0,0,0,-1.59,0,0,0,-2.1,-1.7,0,0,0,0,-1.82,0,0,0,-5.6,-2.2,0,0,0,0,-2.15,0,0,0,-3.81,-0.21,0,0,0,-2.6,0,0,0,-0.8,-2,0,0,0,208.234,-4.6792,105.59,5,6,8,1,0,1,14,727.4835893,4.548686362,2.221052351,5.014176877,2.220908078,[H]OC([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C1([H])C([H])([H])O[H]
minocycline_p,-8.908,-0.27,-8.137,-0.247,-15.734,-0.477,NR,,0,-14.187,-6.312,-0.43,-0.191,-0.36,-0.15,-0.26,-2.04,-2.55,-6.2,-2.6,0,0,0,0.33,-1.1,-0.02,-1.64,-2.11,-0.92,-2.74,0,0,0,-0.47,-0.76,-0.19,-1.34,-7.06,-2.2,-3.64,0,0,0,-0.87,-0.12,-0.51,-0.5,-3.8,-0.56,-2.53,0,0,-0.61,0.48,0.58,-0.03,-2.05,-1.7,-3.01,0,0,474.619,-4.4456,175.31,9,9,10,4,0,1,33,1559.737556,2.333354997,8.578875021,8.918359375,3.691770717,[H]OC1C([H])C([H])C(N(C([H])([H])[H])C([H])([H])[H])C2C1C(O)C1C(O)C3(O[H])C(O)C(C(O)N([H])[H])C(O)C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C3([H])C([H])([H])C1([H])C2([H])[H]
modafinil_p,-7.09,-0.373,-7.002,-0.369,-11.113,-0.585,NR,,0,-7.959,-6.776,-0.419,-0.357,0,-0.74,0,-1.25,-0.61,0,-5.35,0,0,0,0,-0.31,0,-0.75,-0.58,0,-5.34,0,0,0,0,-0.67,0,-1.36,-1.51,0,-7.58,0,0,0,0,-0.38,0,-0.33,-0.94,0,-5.45,0,0,0,-0.98,0,0.12,-0.5,0,-5.43,0,0,289.485,3.2669,66.48,3,4,6,2,0,1,19,640.7164803,2.780805502,5.149052681,7.866121358,4.622778633,[H]C1C([H])C([H])C(C([H])(C2C([H])C([H])C([H])C([H])C2[H])[SH](O)C([H])([H])C(O)N([H])[H])C([H])C1[H]
moexipril_p,-9.977,-0.277,-12.702,-0.353,-20.526,-0.57,NR,,0,-14.285,-10.6,-0.397,-0.294,0,0,-0.15,-1.97,-2.65,-5.2,-4.08,-0.22,0,0,0,0,-0.16,-1.56,-2.49,-0.97,-5.07,-2.4,0,0,0,0,-0.13,-3.57,-5.5,-2.6,-8.24,-0.43,0,0,0,0,-0.22,-0.77,-2.97,-0.66,-5.49,0.12,0,0,0,0.05,-0.14,-1.43,-1.3,-4.92,-2.9,0,517.728,0.7819,128.46,8,5,17,3,0,1,36,1834.900159,2.613146371,8.332634024,14.70000188,7.833378099,[H]C1C([H])C([H])C(C([H])([H])C([H])([H])C([H])(C(O)OC([H])([H])C([H])([H])[H])[N+]([H])([H])C([H])(C(O)N2C([H])([H])C3C([H])C(OC([H])([H])[H])C(OC([H])([H])[H])C([H])C3C([H])([H])C2([H])C(O)O)C([H])([H])[H])C([H])C1[H]
mometasone_p,-8.84,-0.316,-6.613,-0.236,-15.248,-0.545,NR,,0,-10.129,-6.086,-0.362,-0.217,-0.94,0,0,-2.28,-6.9,0,0,0,0,0,-0.04,0,0,-1.47,-5.1,0,0,0,0,0,-1.43,0,0,-2.99,-10.8,0,0,0,0,0,-0.71,0,0,-0.34,-7.78,0,0,0,0,-1.62,0,0,0.33,-4.74,0,0,0,0,396.612,3.7449,80.92,4,4,7,4,0,1,28,1559.888183,8.41E-06,5.994841227,7.2145868,2.700355733,C.[H]OC1([H])C2C3(C([H])([H])[H])C([H])C([H])C(O)C([H])C3C([H])([H])C([H])([H])C2([H])C2([H])C([H])([H])C([H])(C([H])([H])[H])C(O[H])(C(O)C([H])([H])C)C2(C([H])([H])[H])C1([H])[H]
morphine_p,-7.293,-0.347,-5.968,-0.284,-11.338,-0.54,NR,,0,-10.513,-5.915,-0.501,-0.282,-0.39,0,-0.27,-0.47,-2.6,-6.2,-0.56,0,0,0,-1.12,0,0.02,-0.12,-1.22,-1.7,-1.81,0,0,0,0.24,0,-0.32,-1.1,-7.13,-2.3,-0.77,0,0,0,-0.93,0,-0.64,-0.17,-4.03,-0.1,-1.41,0,0,-1.03,0,-0.97,0.03,-1.6,-0.96,-1.4,0,0,294.415,-0.4111,54.13,3,3,3,5,0,1,21,1158.541708,2.11868887,4.079903043,4.222133857,1.456638295,[H]OC1C([H])C([H])C2C3C1OC1([H])C([H])(O[H])C([H])C([H])C4([H])C31C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C4([H])C2([H])[H]
nadolol_p,-9.749,-0.443,-8.301,-0.377,-16.923,-0.769,NR,,0,-13.125,-8.308,-0.597,-0.378,-1.51,0,0,-0.22,-2.91,-5.2,-3.26,0,0,0,-0.4,0,0,-0.38,-3.35,-1.2,-2.96,0,0,0,-1.71,0,0,-0.97,-6.97,-2.8,-4.53,0,0,0,-1.66,0,0,-0.16,-2.82,-1.7,-3.4,0,0,-1.45,0,0,-0.07,-1.81,-2,-2.99,0,0,316.462,0.0263,86.53,4,4,8,2,0,1,22,1215.794282,2.994138276,3.654733709,7.579595479,5.167556711,[H]OC1([H])C([H])([H])C2C([H])C([H])C([H])C(OC([H])([H])C([H])(O[H])C([H])([H])[N+]([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2C([H])([H])C1([H])O[H]
nalbuphine_p,-8.522,-0.328,-6.344,-0.244,-14.579,-0.561,NR,,0,-10.649,-6.358,-0.41,-0.245,-2.03,0,-0.11,0.05,-1.95,-5.2,-1.42,0,0,0,-0.04,0,-0.29,-0.46,-4.6,0.28,-1.21,0,0,0,-1.31,0,-0.27,-0.5,-8.49,-1.7,-2.26,0,0,0,-0.93,0,-0.71,-0.18,-5.06,-0.44,-1.23,0,0,-0.84,0,-0.32,0.05,-3.59,-0.46,-1.17,0,0,364.506,-0.1259,74.36,4,4,5,6,0,1,26,1644.223081,1.961027834,4.589532139,5.443499287,1.849013337,[H]OC1C([H])C([H])C2C3C1OC1([H])C([H])(O[H])C([H])([H])C([H])([H])C4(O[H])C31C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C4([H])C2([H])[H]
naloxone_p,-7.799,-0.325,-5.852,-0.244,-12.863,-0.536,NR,,0,-10.501,-5.178,-0.438,-0.216,-1.7,0,-0.11,-0.37,-1.01,-6.2,-1.13,0,0,0,-0.06,0,-0.21,-0.76,-1.93,-1.7,-1.2,0,0,0,-0.07,0,-0.29,-1.14,-6.68,-1.7,-2.94,0,0,0,-0.92,0,-0.63,-0.3,-4.13,-0.44,-1.39,0,0,-0.13,0,-0.16,0.17,-1.87,-1.8,-1.36,0,0,338.468,-0.516,74.36,4,4,5,5,0,1,24,1305.578532,2.165276897,4.988706634,5.16555367,1.685698762,[H]OC1C([H])C([H])C2C3C1OC1([H])C(O)C([H])([H])C([H])([H])C4(O[H])C31C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])C([H])[H])C4([H])C2([H])[H]
naltrexone_p,-8.137,-0.325,-5.97,-0.239,-13.702,-0.548,NR,,0,-10.421,-5.269,-0.417,-0.211,-1.7,0,-0.13,-0.37,-1.62,-5.2,-1.42,0,0,0,-0.18,0,-0.16,-0.71,-2.68,-0.87,-1.36,0,0,0,-0.07,0,-0.29,-1.14,-7.51,-1.7,-2.94,0,0,0,-1.01,0,-0.63,-0.17,-4.73,-0.44,-1.18,0,0,-0.87,0,-0.38,-0.15,-1.79,-1.1,-0.91,0,0,350.479,-0.516,74.36,4,4,4,6,0,1,25,1481.698821,1.935203511,4.853343652,4.988706634,1.821534953,[H]OC1C([H])C([H])C2C3C1OC1([H])C(O)C([H])([H])C([H])([H])C4(O[H])C31C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C1([H])C([H])([H])C1([H])[H])C4([H])C2([H])[H]
naratriptan_p,-8.434,-0.367,-7.254,-0.315,-14.735,-0.641,NR,,0,-14.596,-5.29,-0.635,-0.23,0,-1.6,-0.84,-1.4,-2.96,-6.2,-1.56,0,0,0,0,-3.3,-0.78,-0.76,-0.96,-0.9,-0.59,0,0,0,0,-0.76,-1.01,-1.1,-5.37,-3.5,-3.03,0,0,0,0,-0.55,-1.38,-0.33,-2.22,-1.7,-2.25,0,0,0,-1.73,-1.18,-0.34,0.38,-2,-0.44,0,0,346.561,1.1905,68.96,4,5,7,3,0,1,23,1261.960844,2.372449676,4.341173871,7.581896834,4.411723871,[H]C1C([H])C(C([H])([H])C([H])([H])S(O)(O)N([H])C([H])([H])[H])C([H])C2C1N([H])C([H])C2C1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
nateglinide_p,-8.777,-0.382,-9.033,-0.393,-15.247,-0.663,NR,,0,-8.674,-7.807,-0.377,-0.339,0,-0.12,0,-0.89,-4.41,0,-3.12,-0.14,0,0,0,-0.48,0,-0.34,-3,0,-2.79,-2.4,0,0,0,-0.67,0,-0.51,-8.14,0,-4.46,-1.5,0,0,0,-0.26,0,0.06,-4.97,0,-3.31,-0.26,0,0,-0.82,0,0.09,-1.9,0,-2.22,-3,0,327.509,3.0065,72.72,4,4,9,2,0,1,23,1178.707828,3.019520903,4.385764424,9.356252746,6.003903651,[H]C1C([H])C([H])C(C([H])([H])C([H])(C(O)O)N([H])C(O)C2([H])C([H])([H])C([H])([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])C1[H]
nefazodone_p,-10.523,-0.319,-11.124,-0.337,-20.958,-0.635,NR,,0,-17.253,-10.039,-0.523,-0.304,0,0,-0.49,-2.94,-4.13,-5.2,-4.44,0,0,0,0,0,-0.35,-2.1,-2.37,-1.1,-5.17,0,0,0,0,0,-0.74,-3.83,-6.51,-2.6,-7.28,0,0,0,0,0,-1.42,-0.72,-4.26,-0.48,-3.65,0,0,0,0,-0.86,-0.13,-0.91,-1.8,-6.31,0,0,466.735,1.6392,55.65,6,3,11,4,0,1,33,1726.580229,1.908941383,6.97129323,13.14542802,7.354936949,[H]C1C([H])C([H])C(OC([H])([H])C([H])([H])N2C(O)N(C([H])([H])C([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])N(C4C([H])C([H])C([H])C(C)C4[H])C([H])([H])C3([H])[H])NC2C([H])([H])C([H])([H])[H])C([H])C1[H]
nisoldipine_p,-8.336,-0.298,-5.698,-0.204,-14.031,-0.501,NR,,0,-10.222,-5.451,-0.365,-0.195,0,-0.3,-0.31,-3.15,-3.31,0,-3.17,0,0,0,0,-0.42,-0.05,-1.05,-2.03,0,-2.14,0,0,0,0,-0.82,-0.47,-3.65,-6.4,0,-2.66,0,0,0,0,-0.26,-0.59,-0.62,-3.34,0,-3.54,0,0,0,-0.97,-0.66,0.92,-2.59,0,-2.15,0,0,404.548,1.8102,114.65,8,5,13,2,0,1,28,1213.221953,3.256579541,7.099801452,10.63197571,5.428255934,[H]C1C([H])C([H])C(C2([H])C(C(O)OC([H])([H])[H])C(C([H])([H])[H])N([H])C(C([H])([H])[H])C2C(O)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(N(O)O)C1[H]
nitrofurantoin_p,-5.075,-0.299,-4.656,-0.274,-9.805,-0.577,NR,,0,-6.7,-3.288,-0.394,-0.193,0,-0.25,-1.84,-3.46,-1.15,0,0,0,0,0,0,-1.3,0.07,-2.81,-0.63,0,0,0,0,0,0,-1.2,-2.37,-5.5,-0.72,0,0,0,0,0,0,-0.24,-2.85,-1,-0.98,0,0,0,0,0,-0.63,-2.03,-0.23,-0.39,0,0,0,0,250.255,-2.424,120.69,9,6,4,2,0,1,17,437.7650005,2.087581629,7.283361649,5.521251054,3.31214309,[H]C(NN1C(O)N([H])C(O)C1([H])[H])C1OC(N(O)O)C([H])C1[H]
oxaprozin_p,-7.799,-0.355,-7.992,-0.363,-12.471,-0.567,NR,,0,-8.654,-9.37,-0.393,-0.426,0,0,-0.56,-1.6,-0.95,0,-5.41,-0.14,0,0,0,0,0.13,-0.92,-0.43,0,-4.95,-1.8,0,0,0,0,-0.7,-1.54,-1.49,0,-7.09,-1.6,0,0,0,0,-0.72,-0.25,-0.7,0,-5.54,-0.61,0,0,0,-1.17,-0.28,-0.64,0,-4.32,-3,0,311.466,2.921,61.72,4,3,5,3,0,1,22,703.3211361,2.076838913,6.624388702,8.091609808,4.222133857,[H]C1C([H])C([H])C(C2NC(C([H])([H])C([H])([H])C(O)O)OC2C2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H]
oxcarbazepine_p,-6.946,-0.366,-6.05,-0.318,-11.253,-0.592,NR,,0,-8.416,-6.011,-0.443,-0.316,0,-0.48,-0.15,-1.32,-0.59,0,-5.86,0,0,0,0,-0.19,0.09,-0.85,-0.05,0,-5.04,0,0,0,0,-1.1,-0.27,-1.9,-0.66,0,-7.28,0,0,0,0,-0.3,-0.13,-0.24,-0.57,0,-5.7,0,0,0,-0.97,-0.45,0.09,-0.22,0,-4.46,0,0,268.401,1.4052,69.72,4,3,2,3,0,1,19,663.4850269,2.283143907,5.559865705,5.681740399,2.556947746,[H]C1C([H])C([H])C2C(C1[H])C(O)C([H])([H])C1C([H])C([H])C([H])C([H])C1N2C(O)N([H])[H]
oxybutynin_p,-9.662,-0.372,-8.397,-0.323,-17.032,-0.655,NR,,0,-15.161,-8.084,-0.583,-0.311,-0.37,0,0,-1.3,-4.41,-6.2,-2.86,0,0,0,0.36,0,0,-0.33,-4.51,-1.7,-2.22,0,0,0,-0.48,0,0,-0.93,-7.37,-4.9,-3.34,0,0,0,-0.51,0,0,-0.22,-5.08,-1.7,-2.14,0,0,-0.69,0,0,0.31,-3.74,-1.6,-2.33,0,0,370.598,2.918,54.13,3,3,14,2,0,1,26,1421.345147,3.02063701,4.605219811,11.63075215,5.918467025,[H]OC(C(O)OC([H])([H])CCC([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])(C1C([H])C([H])C([H])C([H])C1[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
oxycodone_p,-7.527,-0.327,-6.265,-0.272,-12.916,-0.562,NR,,0,-11.274,-5.154,-0.49,-0.224,-0.37,0,-0.18,-1.65,-1.9,-6.2,-0.95,0,0,0,0.01,0,-0.16,-1.36,-1.41,-2.1,-1.25,0,0,0,-0.51,0,-0.39,-2.04,-6.09,-2.2,-1.64,0,0,0,-0.57,0,-0.57,-0.46,-4.47,-0.1,-1.34,0,0,-0.31,0,-0.16,0.37,-1.87,-1.8,-1.36,0,0,324.441,-0.6421,63.36,4,3,4,5,0,1,23,1291.260494,2.132839412,4.549966407,4.699234694,1.569185009,[H]OC12C([H])([H])C([H])([H])C(O)C3([H])OC4C(OC([H])([H])[H])C([H])C([H])C5C4C31C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C2([H])C5([H])[H]
penicillamine_p,-3.485,-0.387,-5.547,-0.616,-8.299,-0.922,NR,,0,-6.156,-5.823,-0.684,-0.647,0,0,0,0,-1.88,-6.2,0,1.9,0,0,0,0,0,0,-1.34,-1.8,0,-2.4,0,0,0,0,0,0,-2.19,-5.4,0,-0.72,0,0,0,0,0,0,-1.49,-2.1,0,0.16,0,0,0,0,0,-0.95,-2,0,-2.9,0,152.239,-1.384,68.1,3,4,6,0,0,1,9,334.1933218,6.681956874,1.690607545,2.876229364,3.052282039,[H]SC(C([H])([H])[H])(C([H])([H])[H])C([H])(C(O)O)[N+]([H])([H])[H]
perampanel_p,-9.034,-0.335,-8.859,-0.328,-13.868,-0.514,NR,,0,-10.702,-7.267,-0.396,-0.269,0,0,-0.44,-0.86,0,0,-9.41,0,0,0,0,0,-0.17,-0.39,0,0,-8.3,0,0,0,0,0,-0.32,-1.59,0,0,-11.97,0,0,0,0,0,0.76,-0.03,0,0,-9.82,0,0,0,0,0.27,0.09,0,0,-7.62,0,0,377.617,3.4828,61.52,4,3,4,4,0,1,27,916.3412513,1.858026052,8.913254812,9.559258932,4.545659206,[H]C1NC(C2C([H])C(C3C([H])C([H])C([H])C([H])C3CN)C(O)N(C3C([H])C([H])C([H])C([H])C3[H])C2[H])C([H])C([H])C1[H]
perindopril_p,-7.168,-0.276,-7.469,-0.287,-14.798,-0.569,NR,,0,-10.527,-6.473,-0.405,-0.249,0,0,-0.12,-2.11,-7.09,-1,0,-0.18,0,0,0,0,-0.09,-0.74,-2.85,-1.6,0,-2.2,0,0,0,0,-0.25,-1.79,-9.61,-3.2,0,0,0,0,0,0,-0.4,-0.61,-5.69,0.16,0,-0.62,0,0,0,-0.36,0.14,-2.39,-1.5,0,-2.3,0,375.53,-0.2759,110,6,5,13,2,0,1,26,1593.376021,3.480236939,4.558225468,10.31507739,5.158420949,[H]C([H])([H])C([H])([H])OC(O)C([H])(C([H])([H])C([H])([H])C([H])([H])[H])[N+]([H])([H])C([H])(C(O)N1C([H])(C(O)O)C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C12[H])C([H])([H])[H]
phenelzine_p,-5.905,-0.59,-5.312,-0.531,-8.411,-0.841,NR,,0,-6.122,-5.143,-0.612,-0.514,0,-1.7,0,0,-0.77,0,-3.65,0,0,0,0,-3.4,0,0,-0.32,0,-1.6,0,0,0,0,-2.2,0,0,-1.67,0,-4.62,0,0,0,0,-0.53,0,0,-1.13,0,-4.25,0,0,0,-1.95,0,0,-0.62,0,-2.58,0,0,142.246,1.4201,38.05,2,2,4,1,0,1,10,375.3225457,3.243062801,1.642707656,4.69212897,2.669223008,[H]C1C([H])C([H])C(C([H])([H])C([H])([H])N([H])N([H])[H])C([H])C1[H]
phenobarbital_p,-5.987,-0.352,-5.083,-0.299,-10.313,-0.607,NR,,0,-7.398,-4.374,-0.435,-0.257,0,-1.04,0,-1.93,-0.91,0,-3.51,0,0,0,0,-0.43,0,-0.87,-0.45,0,-3.33,0,0,0,0,-1.56,0,-2.55,-1.8,0,-4.41,0,0,0,0,-0.29,0,-0.08,-1.39,0,-4.23,0,0,0,-1.21,0,-0.07,-0.94,0,-2.14,0,0,244.335,0.0686,84.75,5,5,3,2,0,1,17,579.1650712,2.852635535,4.722706184,5.199254852,2.221875,[H]C1C([H])C([H])C(C2(C([H])([H])C([H])([H])[H])C(O)N([H])C(O)N([H])C2O)C([H])C1[H]
phenyltoloxamine_p,-7.76,-0.408,-8.758,-0.461,-13.974,-0.735,NR,,0,-12.296,-7.456,-0.647,-0.392,0,0,0,-0.22,-1.36,-6.2,-4.5,0,0,0,0,0,0,-0.6,-1.55,-1.2,-5.4,0,0,0,0,0,0,-0.55,-1.67,-3.8,-7.97,0,0,0,0,0,0,-0.01,-1.44,-0.66,-5.66,0,0,0,0,0,0,-0.48,-1.8,-5.21,0,0,268.465,2.6767,13.67,1,1,8,2,0,1,19,892.7601039,2.714786562,3.457439543,8.261190687,5.430346661,[H]C1C([H])C([H])C(C([H])([H])C2C([H])C([H])C([H])C([H])C2OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])C1[H]
phenytoin_p,-6.906,-0.363,-6.058,-0.319,-11.297,-0.595,NR,,0,-8.525,-6.418,-0.449,-0.338,0,-1.05,-0.4,-1.39,-0.44,0,-5.26,0,0,0,0,-0.9,-0.25,-0.5,-0.28,0,-4.13,0,0,0,0,-1.46,-0.54,-0.94,-0.71,0,-7.65,0,0,0,0,-0.28,-0.47,-0.22,-0.47,0,-5.46,0,0,0,-1.17,-1.01,0.02,-0.34,0,-3.91,0,0,268.401,1.6729,64.52,4,4,2,3,0,1,19,581.4850269,2.250903169,5.559865705,5.681740399,2.438968999,[H]C1C([H])C([H])C(C2(C3C([H])C([H])C([H])C([H])C3[H])C(O)N([H])C(O)N2[H])C([H])C1[H]
pindolol_p,-7.828,-0.435,-6.018,-0.334,-12.57,-0.698,NR,,0,-11.358,-6.871,-0.631,-0.382,-0.6,-0.26,-0.76,-0.39,-1.21,-6.2,-1.9,0,0,0,-0.36,-1.7,-0.69,-0.43,-0.76,-1.1,-1.05,0,0,0,-0.47,-0.75,-0.78,-0.8,-3.83,-2.8,-3.2,0,0,0,-0.5,-0.29,-1.4,-0.16,-1.33,-1.7,-2.44,0,0,-0.52,-0.72,-2.08,-0.11,-1.06,-1,-1.33,0,0,257.398,-0.1337,58.1,3,3,9,2,0,1,18,882.8335927,2.671658929,3.187427864,6.847771477,3.917647363,[H]OC([H])(C([H])([H])OC1C([H])C([H])C([H])C2C1C([H])C([H])N2[H])C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
pioglitazone_p,-9.364,-0.375,-7.776,-0.311,-15.436,-0.617,NR,,0,-11.291,-7.233,-0.452,-0.289,0,-0.77,-0.85,-2.28,-3.19,0,-4.18,0,0,0,0,-0.45,0.34,-1.6,-2.59,0,-3.47,0,0,0,0,-1.2,-0.95,-3.08,-5.54,0,-4.76,0,0,0,0,-0.22,-1,-0.29,-3.33,0,-4.5,0,0,0,-0.39,-1.03,-0.2,-1.81,0,-3.79,0,0,372.575,2.4195,73.75,6,4,8,3,0,1,25,1058.775243,1.879041355,6.59794765,9.903815074,6.078594606,[H]C1NC(C([H])([H])C([H])([H])OC2C([H])C([H])C(C([H])([H])C3([H])SC(O)N([H])C3O)C([H])C2[H])C([H])C([H])C1C([H])([H])C([H])([H])[H]
